node,weighted_degree,weighted_in_degree,weighted_out_degree,pagerank,betweenness,closeness,eigenvector
"painting of the great translator, rin-chen-zang-po",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
paintings in a style that survives hardly anywhere else,1.0,1.0,0,0.00024473686447153,0.0,0.0005403782647853497,1.2185622503390055e-08
paintings of rare beauty and delicacy,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
paintings of the lords of the quarters,1.0,1.0,0,0.00024473686447153,0.0,0.0005403782647853497,1.2185622503390055e-08
paintings of the thousand buddhas,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pakistan side of the line of control,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pakistani_counterparts,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
pal-gyi-gon,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
palace,2.0,2.0,0,0.0004673912879558829,0.0,0.002594673414247116,0.004607314578041725
palace at leh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
palace complex,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,4.893081202719235e-38
palaces and shrines,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
palchan,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pallas’s cat,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.051239168501873
panamik,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pang-gon lake,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pang-gong lake,6.0,2.0,4.0,0.0007287016249574125,6.671336602288268e-05,0.0008005603922745922,0.005699949496695384
pang-gong range,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0037841432225097053
pang-gong_range,1.0,1.0,0,0.0006030494835933978,0.0,0.011190405631208728,0.0037841432225097053
"pantheistic and shamanistic bon religion, highly developed cosmic system, multiplicity of gods and demons",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
para-medical workers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
paramount in religious culture,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
paranoid about keeping out all foreigners,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"parched barley flour, tsampa",1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,2.314880263871204e-06
parkachik,1.0,1.0,0,0.0003594190238722382,0.0,0.009482925279281736,8.337970745301153e-05
part of a vast program of development,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
part of jammu and kashmir,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
participants in a caravan,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
particular ceremonies and scriptural readings,1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,4.893081202719235e-38
particular occasion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
partition,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
partly no doubt of,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
parts,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
parts of the text,1.0,1.0,0,0.00021479419331955544,0.0,0.0003002101471029721,0.004194634400455215
pashm,12.0,10.0,2.0,0.001226073569529531,1.3838515789881746e-05,0.01642174934848509,0.05975673205062079
pashm (cashmere),2.0,2.0,0,0.00039983775911594453,0.0,0.015857347798243014,0.05612940489137586
pashm from ladakh,1.0,1.0,0,0.0002673759924548565,0.0,0.0004002801961372961,0.0006699457404880223
pashm in leh,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
pashm route to the plains via kishtwar,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pashm trade,3.0,3.0,0,0.0006428447277822733,0.0,0.015250728095117943,0.05179183917817621
"pashm, or 'cashmere'",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pashmina control order,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
pashmina goat,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pass,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
passes,1.0,1.0,0,0.0002801431591903966,0.0,0.0007004903432402681,1.2497348636636463e-07
"passes over the watershed in baltistan, hunza and chitral",1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
passion,7.0,7.0,0,0.0013411029107074036,0.0,0.0021014710297208045,1.5574218593660123e-34
past choglamsar,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
"past, compared to other places with a kinder environment",1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
pastoral life,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pastoralism,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pattern,1.0,1.0,0,0.00021807789220406812,0.0,0.0003002101471029721,0.0003929369851772676
patterns of behaviour,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pavilion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
peaceful or 'religious',1.0,1.0,0,0.0003134639711003763,0.0,0.0004002801961372961,0.0038046620483246753
peasant traders,1.0,0,1.0,0.00020559983644291994,0.0,0.0,4.818261828826402e-42
pebbly river-bed,1.0,1.0,0,0.00047498698688316964,0.0,0.0006254378064645252,1.8603413268908718e-06
peissel,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pen to leave animals,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
pensi-la,2.0,1.0,1.0,0.00038029261709899437,9.015319732821984e-08,0.0003002101471029721,8.194419496924599e-45
people,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
"people for what they are, and not primarily on the basis of their membership of a particular class, or sex",1.0,1.0,0,0.00024053839257413481,0.0,0.0003002101471029721,3.7299108574509654e-37
people of dras,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
people of ladakh,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
people of the pastures,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,7.723317604433448e-39
people with whom the traveller comes in contact,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
people's existence,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
people's life,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
people's literary genius,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
perak,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
perak and hat,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
performing some particular propitiatory puja,1.0,1.0,0,0.0003134639711003763,0.0,0.0004002801961372961,7.867560346073668e-40
periodical,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
permanent,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,3.449002404763638e-41
persian art,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
peter fleming,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pha-spun members,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
phalung danda,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
phar-spun,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
philosophy in graphic form,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
philosophy of education,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
phiyang,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.0116261577596312e-33
phiyang phiyang gompa,5.0,0,5.0,0.00020559983644291994,0.0,0.0,1.0941262188706638e-37
phosphatic fertilizers,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
photographs,3.0,3.0,0,0.000642331788083106,0.0,0.0009006304413089162,8.326628382230448e-41
photoksar,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
phugtal,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
phugtal gompa,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
phuntsog namgyal,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
picture,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
pigeon-holes,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pika,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pile of salt,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pilgrims to mount kailash,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pinto narboo,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pir panjal,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pir panjal and the great himalaya's southern flank,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
place for bathing,1.0,1.0,0,0.0002886473672143272,0.0,0.0004002801961372961,1.381436199924016e-07
place where grain and salt are exchanged,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
plan,2.0,2.0,0,0.00046763900742703154,0.0,0.0006004202942059442,6.858679602020341e-43
plantation,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
plants,3.0,1.0,2.0,0.00038029261709899437,1.8030639465643968e-07,0.0003002101471029721,8.345474291697066e-42
platoon of the state force,1.0,1.0,0,0.0002926985072998085,0.0,0.00240713954313474,0.0045827321373169885
players of suma and daman,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
ploughman,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
pockets,6.0,0,6.0,0.00020559983644291994,0.0,0.0,3.9115767488529745e-36
pockets of dard population,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
point,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.818261828826402e-42
political vacuum,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
polo,15.0,8.0,7.0,0.001450323644493382,9.402978481333329e-05,0.016774241969378566,0.05541876645541064
polo during early days of their rule,1.0,1.0,0,0.0002492730316069385,0.0,0.0003002101471029721,7.867560346073668e-40
"polo from the mid-1970s, thanks to positive steps taken by the district administration",1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
polo game,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
polo to ladakh,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
"polo, music and dancing",1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,4.50633880782893e-41
polyandry,2.0,0,2.0,0.00020559983644291994,0.0,0.0,8.194419496924599e-45
polyandry and inheritance by primogeniture,2.0,2.0,0,0.0003220616902136362,0.0,0.0006004202942059442,8.041345967454387e-37
polyandry and inheritance by primogeniture until at least the early 1940s,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
polyandry and polo,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
polyandry and the pha-spun,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
polygamy,1.0,1.0,0,0.0003143076305297309,0.0,0.000919393575502852,0.0003356694614500889
ponies,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
poorer people,1.0,0,1.0,0.00020559983644291994,0.0,0.0,3.043984383975795e-05
poplar,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
popular verse,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
porcelain cups,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
porters' stamina,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,0.0038463745762940733
portrait,2.0,2.0,0,0.0002638307633282781,0.0,0.0006004202942059442,0.007778023752409397
portuguese,2.0,0,2.0,0.00020559983644291994,0.0,0.0,0.05151402154420503
position beneath bodhisattva,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
position on the main caravan route to yarkand,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,4.5790314005722894e-06
possibilities for competition and conflict,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
potala,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"potential buddha, enlightened soul",1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
prajnaparamita,2.0,0,2.0,0.00020559983644291994,0.0,0.0,6.858679602020341e-43
prakash gole,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
prayer-flags,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
prayer-wheels,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
prayer-wheels and other objects used in worship,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pre-buddhist animistic religion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
pre-buddhist animistic religion known as bon-chos,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"pre-buddhist past of tibet, mongolia and china",1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
precious stock,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
presence of chiru,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
present,2.0,2.0,0,0.0005549853977550687,0.0,0.0006004202942059442,8.194419496924599e-45
pressures of modernization in general and tourism in particular,1.0,1.0,0,0.0002138002298474982,0.0,0.0005403782647853497,0.0004292339523851001
prester john,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.00032965142345368724
pretty and relatively lush,1.0,1.0,0,0.0002638307633282781,0.0,0.0003002101471029721,1.870374241278741e-06
prevailing fashion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
previous century,1.0,1.0,0,0.00031197842908873994,0.0,0.013665264957903841,0.004890236389502859
priesdy_functions,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
primus-type stove,1.0,0,1.0,0.00020559983644291994,0.0,0.0,5.794329594162642e-45
prince,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
princess,1.0,1.0,0,0.0005788254481873873,0.0,0.0005403782647853497,6.993386974287709e-40
principalities of baltistan,1.0,1.0,0,0.000225010145404706,0.0,0.0003002101471029721,0.0004239010916938891
principle of compassion,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
private apartments,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
private caravans,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
private co-operatives of local women,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
private lam-dron school,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
prized gifts from tibetan highlands,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
problems,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
process,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
processes of change,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
"producers (vegetables, pashm, transport)",1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
product for distribution to the chang-pa,1.0,1.0,0,0.0003469242449095268,0.0,0.0004002801961372961,4.818261828826402e-42
production,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.6679824823688025e-35
professor luciano petech,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
professor petech,1.0,0,1.0,0.00020559983644291994,0.0,0.0,1.118356961917272e-35
profit,1.0,1.0,0,0.00021807789220406812,0.0,0.0003002101471029721,0.0003929369851772676
profits of their labour,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
programme of micro-hydel plants,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
programmes,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
promise of paying tribute to the mughal empire,1.0,1.0,0,0.00021681613586432857,0.0,0.0004002801961372961,0.0006929128417062138
proper path,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
prospect,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
prosperity,2.0,2.0,0,0.0005373926338198672,0.0,0.0009381567096967878,0.00043154883264897133
prosperity of ladakh,1.0,1.0,0,0.0003872388563038132,0.0,0.0005337069281830614,3.1529045837948836e-05
provinces immediately to the east of present-day ladakh,1.0,1.0,0,0.00029294622677095714,0.0,0.0003002101471029721,5.794329594162642e-45
provinces south of the himalaya,1.0,0,1.0,0.00020559983644291994,0.0,0.0,0.0006266947355464333
provisions for the road,1.0,1.0,0,0.000234715299885599,0.0,0.0003002101471029721,1.5968945207374223e-36
public distribution system,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
public or auspicious event,1.0,1.0,0,0.0002934591664701245,0.0,0.01489333282196216,0.051239168501873
public policy,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
public works programme,1.0,0,1.0,0.00020559983644291994,0.0,0.0,2.1665043795340448e-49
publicity and some funding,1.0,1.0,0,0.00038029261709899437,0.0,0.0003002101471029721,2.1665043795340448e-49
